"ant","ts","fullID","freq","freq.sd","sig","sig.sd","noise","run.id","pos.in.run","slop","burst.slop","ant.freq"
2,1697217333.3777,252#400@166.38:8.9,5.43,0.00677,-59,20.1,-81.6,2804,13,0.00045,-0.00025,0
3,1697217333.3778,252#400@166.38:8.9,5.175,0.00226,-32.9,9.21,-65.4,2805,13,0.00035,-0.000151,0
1,1697217333.3777,252#400@166.38:8.9,3.523,0.00159,-57.6,5.59,-80.5,2803,11,0.00035,-0.00025,0
4,1697217333.3778,252#400@166.38:8.9,5.616,0.00226,-42.4,8.3,-73.4,2773,14,0.00035,-0.000151,0
1,1697217342.276,252#400@166.38:8.9,3.519,0.00159,-50.2,27.5,-79.4,2803,12,0.00015,4.96e-05,0
2,1697217342.2759,252#400@166.38:8.9,5.417,0.00478,-51.5,28,-79.7,2804,14,0.00035,-0.000151,0
3,1697217342.2759,252#400@166.38:8.9,5.167,0.00357,-37.3,39.2,-68.3,2805,14,0.00035,-0.000151,0
4,1697217342.2759,252#400@166.38:8.9,5.6,0.00658,-46.6,28.4,-74.7,2773,15,0.00035,-0.000151,0
1,1697217351.174,252#400@166.38:8.9,3.507,0.00195,-47.6,3.18,-77.2,2803,13,0.00015,4.96e-05,0
2,1697217351.174,252#400@166.38:8.9,5.389,0.00226,-48,2.44,-78.3,2804,15,0.00015,-0.000151,0
3,1697217351.174,252#400@166.38:8.9,5.148,0.00226,-32.1,4.14,-64,2805,15,0.00015,-0.000151,0
4,1697217351.174,252#400@166.38:8.9,5.574,0.00422,-41.2,1.92,-73.7,2773,16,0.00015,-0.000151,0
1,1697217360.072,252#400@166.38:8.9,3.507,0.00276,-47,1.2,-75.7,2803,14,0.00035,4.96e-05,0
4,1697217360.0719,252#400@166.38:8.9,5.57,0.00226,-40.7,0.851,-74.1,2773,17,0.00035,-0.000151,0
2,1697217360.0721,252#400@166.38:8.9,5.385,0.00597,-47.3,1.63,-78.7,2804,16,0.00015,0.00015,0
3,1697217360.0721,252#400@166.38:8.9,5.147,0.00159,-31.4,1.56,-64.2,2805,16,0.00015,0.00015,0
1,1697217368.97,252#400@166.38:8.9,3.507,0.00252,-47.1,1.31,-76.7,2803,15,0.00035,-0.00025,0
4,1697217368.97,252#400@166.38:8.9,5.571,0.00226,-40.7,0.981,-71.1,2773,18,0.00035,-0.000151,0
2,1697217368.9699,252#400@166.38:8.9,5.383,0.00797,-46.9,0.687,-79.6,2804,17,0.00035,-0.000151,0
3,1697217368.9699,252#400@166.38:8.9,5.146,0.00276,-31.5,1,-65.8,2805,17,0.00035,-0.000151,0
4,1697217377.8681,252#400@166.38:8.9,5.573,0.00319,-40.6,0.71,-73,2773,19,0.00015,-0.000151,0
1,1697217377.868,252#400@166.38:8.9,3.507,0.00195,-46.8,1.14,-78.1,2803,16,0.00035,-0.00025,0
2,1697217377.868,252#400@166.38:8.9,5.389,0.00618,-47.2,1.81,-77.4,2804,18,0.00035,-0.000151,0
3,1697217377.868,252#400@166.38:8.9,5.147,0.00276,-31.4,1.32,-62.9,2805,18,0.00035,-0.000151,0
4,1697217386.766,252#400@166.38:8.9,5.574,0.00226,-41.5,19.8,-74.6,2773,20,0.00035,-0.000151,0
2,1697217386.7661,252#400@166.38:8.9,5.387,0.00451,-47.3,2.97,-77,2804,19,0.00015,-0.000151,0
3,1697217386.7661,252#400@166.38:8.9,5.148,0.00319,-32.1,18.7,-61.7,2805,19,0.00035,-0.000151,0
1,1697217386.766,252#400@166.38:8.9,3.508,0.00159,-47.1,2.11,-78.4,2803,17,0.00035,-0.00025,0
1,1697217395.6642,252#400@166.38:8.9,3.509,0.00159,-47.5,1.21,-78.1,2803,18,0.00015,4.96e-05,0
4,1697217395.6641,252#400@166.38:8.9,5.575,0.00319,-41.5,39.3,-71.8,2773,21,0.00035,-0.000151,0
2,1697217395.6642,252#400@166.38:8.9,5.393,0.00713,-48.1,1.61,-79.2,2804,20,0.00015,4.96e-05,0
3,1697217395.6642,252#400@166.38:8.9,5.149,0,-31.7,2.2,-64.4,2805,20,0.00015,-0.000151,0
1,1697217404.5622,252#400@166.38:8.9,3.509,0,-47.3,0.763,-77.7,2803,19,0.00015,-4.96e-05,0
4,1697217404.5622,252#400@166.38:8.9,5.576,0.00422,-40.9,0.949,-71.9,2773,22,0.00015,-0.000151,0
2,1697217404.5621,252#400@166.38:8.9,5.39,0.00391,-47.8,1.36,-79.8,2804,21,0.00035,-5.05e-05,0
3,1697217404.562,252#400@166.38:8.9,5.15,0.00276,-31.9,17.6,-64.1,2805,21,0.00035,-0.000151,0
3,1697217413.4601,252#400@166.38:8.9,5.15,0.00159,-31.5,0.869,-65.6,2805,22,0.00035,-0.000151,0
1,1697217413.4602,252#400@166.38:8.9,3.509,0.00159,-47.4,1.37,-76.6,2803,20,0.00015,-4.96e-05,0
4,1697217413.4601,252#400@166.38:8.9,5.577,0.00391,-40.8,7.82,-72.9,2773,23,0.00035,-0.000151,0
2,1697217413.4602,252#400@166.38:8.9,5.393,0.00529,-48,2.9,-77.8,2804,22,0.00035,-4.96e-05,0
3,1697217422.3582,252#400@166.38:8.9,5.152,0.00159,-31.7,1.85,-62.5,2805,23,0.00035,-0.000151,0
1,1697217422.3582,252#400@166.38:8.9,3.511,0.00195,-47.6,0.679,-76.5,2803,21,0.00035,-4.96e-05,0
4,1697217422.3581,252#400@166.38:8.9,5.58,0.00159,-40.9,1.97,-72.3,2773,24,0.00035,-0.000151,0
2,1697217422.3582,252#400@166.38:8.9,5.39,0.00391,-48.1,0.602,-77,2804,23,0.00015,-0.000151,0
3,1697217431.2563,252#400@166.38:8.9,5.154,0.00319,-31.6,2.52,-61.6,2805,24,0.00015,-0.000151,0
1,1697217431.2562,252#400@166.38:8.9,3.512,0.00159,-47.1,3.08,-77,2803,22,0.00035,-0.00025,0
4,1697217431.2563,252#400@166.38:8.9,5.582,0.00451,-41.7,39.6,-70.6,2773,25,0.00015,-5.05e-05,0
2,1697217431.2563,252#400@166.38:8.9,5.396,0.00478,-47.7,2.59,-78.6,2804,24,0.00015,4.96e-05,0
3,1697217440.1544,252#400@166.38:8.9,5.156,0.00159,-31.6,0.867,-64.8,2805,25,0.00015,0.00015,0
1,1697217440.1542,252#400@166.38:8.9,3.513,0.00113,-47.2,0.992,-78.6,2803,23,0.00035,-0.00025,0
4,1697217440.1544,252#400@166.38:8.9,5.584,0.00391,-41.2,1.27,-73.1,2773,26,0.00015,0.00015,0
2,1697217440.1542,252#400@166.38:8.9,5.399,0.00658,-47.8,1.56,-79.4,2804,25,0.00035,-0.000151,0
1,1697217449.0522,252#400@166.38:8.9,3.514,0.00159,-47,1.02,-78.2,2803,24,0.00035,-0.00025,0
4,1697217449.0522,252#400@166.38:8.9,5.588,0.00504,-40.5,1.06,-73.4,2773,27,0.00035,-0.000151,0
2,1697217449.0523,252#400@166.38:8.9,5.406,0.00529,-47.5,1.07,-77.4,2804,26,0.00035,-0.000151,0
3,1697217449.0522,252#400@166.38:8.9,5.158,0.00226,-31.4,0.927,-64.7,2805,26,0.00035,-0.000151,0
3,1697217457.9503,252#400@166.38:8.9,5.16,0.00276,-31.7,3.24,-65.1,2805,27,0.00035,-0.000151,0
1,1697217457.9505,252#400@166.38:8.9,3.516,0.00113,-47.4,2.27,-77.8,2803,25,0.00015,4.96e-05,0
4,1697217457.9504,252#400@166.38:8.9,5.592,0.00357,-41,3.33,-71,2773,28,0.00035,-4.96e-05,0
2,1697217457.9504,252#400@166.38:8.9,5.408,0.00357,-47.9,1.39,-76.7,2804,27,0.00035,-0.000151,0
3,1697217466.8484,252#400@166.38:8.9,5.162,0.00276,-31.4,0.872,-62.1,2805,28,0.00035,-0.000151,0
1,1697217466.8485,252#400@166.38:8.9,3.516,0.00195,-47,1.15,-77.7,2803,26,0.00015,4.96e-05,0
4,1697217466.8485,252#400@166.38:8.9,5.595,0.00552,-40.6,0.439,-73.1,2773,29,0.00015,-0.000151,0
2,1697217466.8485,252#400@166.38:8.9,5.412,0.00504,-47.5,1.56,-79,2804,28,0.00015,-0.000151,0
3,1697217475.7464,252#400@166.38:8.9,5.164,0.00319,-31.5,4.18,-62.8,2805,29,0.00015,-0.00025,0
1,1697217475.7464,252#400@166.38:8.9,3.518,0.00113,-46.8,1.69,-75.6,2803,27,0.00035,-4.96e-05,0
4,1697217475.7463,252#400@166.38:8.9,5.597,0.00357,-40.2,0.928,-73.3,2773,30,0.00035,-0.000151,0
2,1697217475.7463,252#400@166.38:8.9,5.413,0.00504,-47.1,2.41,-78.9,2804,29,0.00035,-0.000151,0
3,1697217484.6445,252#400@166.38:8.9,5.166,0.00319,-31.1,2.48,-64.3,2805,30,0.00015,4.96e-05,0
1,1697217484.6444,252#400@166.38:8.9,3.519,0.00159,-46.7,1.29,-76.1,2803,28,0.00035,-0.00035,0
4,1697217484.6444,252#400@166.38:8.9,5.6,0.00451,-40.5,1.3,-70.4,2773,31,0.00035,-0.00025,0
2,1697217484.6444,252#400@166.38:8.9,5.419,0.00451,-47.3,1.06,-77.3,2804,30,0.00035,-0.000151,0
3,1697217493.5424,252#400@166.38:8.9,5.167,0.00357,-31.3,4.29,-65.6,2805,31,0.00035,-0.000151,0
1,1697217493.5424,252#400@166.38:8.9,3.52,0.00113,-46.6,1.25,-77.2,2803,29,0.00035,-0.00025,0
4,1697217493.5425,252#400@166.38:8.9,5.602,0.00529,-40.4,0.807,-71.8,2773,32,0.00015,-0.000151,0
2,1697217493.5425,252#400@166.38:8.9,5.418,0.00357,-47.3,1.52,-76.2,2804,31,0.00035,-0.000151,0
3,1697217502.4405,252#400@166.38:8.9,5.168,0.00226,-31.3,1.2,-63.5,2805,32,0.00035,-0.000151,0
1,1697217502.4404,252#400@166.38:8.9,3.52,0.00113,-46.5,0.606,-78.2,2803,30,0.00035,-0.00025,0
4,1697217502.4404,252#400@166.38:8.9,5.603,0.00422,-40.4,0.95,-72.9,2773,33,0.00035,-0.000151,0
2,1697217502.4406,252#400@166.38:8.9,5.421,0.00226,-47.2,1.48,-78.6,2804,32,0.00015,-0.000151,0
3,1697217511.3386,252#400@166.38:8.9,5.169,0.00276,-31.3,1.11,-61.4,2805,33,0.00035,-0.000151,0
1,1697217511.3384,252#400@166.38:8.9,3.521,0.00195,-46.5,1.38,-77.2,2803,31,0.00035,-0.00025,0
4,1697217511.3386,252#400@166.38:8.9,5.605,0.00597,-40.3,1.31,-70.7,2773,34,0.00025,-5.05e-05,0
2,1697217511.3385,252#400@166.38:8.9,5.422,0.00319,-47.1,0.326,-77.9,2804,33,0.00035,-0.000151,0
3,1697217520.2366,252#400@166.38:8.9,5.169,0.00319,-31.3,0.676,-63.6,2805,34,0.00015,-0.00025,0
1,1697217520.2367,252#400@166.38:8.9,3.521,0.00159,-46.5,1,-77.8,2803,32,0.00015,4.96e-05,0
4,1697217520.2367,252#400@166.38:8.9,5.607,0.00618,-40,1.14,-70.5,2773,35,0.00015,-4.96e-05,0
2,1697217520.2365,252#400@166.38:8.9,5.423,0.00422,-47.4,0.678,-78.2,2804,34,0.00045,-0.00025,0
3,1697217529.1347,252#400@166.38:8.9,5.169,0.00319,-31.3,0.824,-64,2805,35,0.00015,4.96e-05,0
1,1697217529.1347,252#400@166.38:8.9,3.522,0,-46.6,1.46,-76.8,2803,33,0.00015,-4.96e-05,0
4,1697217529.1348,252#400@166.38:8.9,5.608,0.00552,-40.2,0.847,-71.9,2773,36,0.00015,0.00015,0
2,1697217529.1347,252#400@166.38:8.9,5.424,0.00451,-46.9,0.582,-76.1,2804,35,0.00035,-4.96e-05,0
3,1697217538.0326,252#400@166.38:8.9,5.169,0.00319,-31.2,0.76,-65.5,2805,36,0.00035,-0.000151,0
4,1697217538.0326,252#400@166.38:8.9,5.606,0.00504,-39.8,0.809,-72.5,2773,37,0.00035,-0.000151,0
1,1697217538.0327,252#400@166.38:8.9,3.522,0.00113,-46.4,0.948,-75.3,2803,34,0.00035,4.96e-05,0
2,1697217538.0328,252#400@166.38:8.9,5.423,0.00276,-46.8,0.737,-78.1,2804,36,0.00015,-5.05e-05,0
3,1697217546.9306,252#400@166.38:8.9,5.169,0.00357,-31.5,1.99,-62.8,2805,37,0.00045,-0.00025,0
4,1697217546.9307,252#400@166.38:8.9,5.607,0.00478,-40.3,1.14,-70,2773,38,0.00035,-0.000151,0
1,1697217546.9307,252#400@166.38:8.9,3.522,0.00195,-46.4,1.32,-76,2803,35,0.00035,-0.00025,0
2,1697217546.9306,252#400@166.38:8.9,5.422,0.00478,-47.8,2.08,-79,2804,37,0.00035,-0.000151,0
3,1697217555.8288,252#400@166.38:8.9,5.168,0.00319,-31.4,1.56,-61.2,2805,38,0.00045,-0.000151,0
4,1697217555.8288,252#400@166.38:8.9,5.607,0.00451,-40.3,0.981,-72.8,2773,39,0.00015,-0.000151,0
1,1697217555.8287,252#400@166.38:8.9,3.521,0.00159,-46.3,0.564,-77.5,2803,36,0.00035,-0.00025,0
2,1697217555.8287,252#400@166.38:8.9,5.422,0.00504,-47.9,0.39,-79.3,2804,38,0.00035,-0.000151,0
3,1697217564.7269,252#400@166.38:8.9,5.168,0.00391,-31.3,1.36,-64.3,2805,39,0.00015,-0.000151,0
4,1697217564.7267,252#400@166.38:8.9,5.605,0.00357,-40.3,0.543,-73.2,2773,40,0.00035,-0.000151,0
1,1697217564.7267,252#400@166.38:8.9,3.522,0.00195,-46.3,0.908,-77.8,2803,37,0.00035,-0.00025,0
2,1697217564.7268,252#400@166.38:8.9,5.422,0.00552,-47.8,0.876,-76.9,2804,39,0.00035,-0.000151,0
3,1697217573.6247,252#400@166.38:8.9,5.166,0.00226,-31.3,1.02,-64,2805,40,0.00035,-0.000151,0
4,1697217573.6248,252#400@166.38:8.9,5.603,0.00391,-40.3,1.43,-70,2773,41,0.00035,-0.000151,0
1,1697217573.6247,252#400@166.38:8.9,3.52,0.00252,-46.2,1.42,-77.1,2803,38,0.00025,-0.00025,0
2,1697217573.6249,252#400@166.38:8.9,5.419,0.00451,-47.5,1.36,-78.1,2804,40,0.00015,-0.000151,0
3,1697217582.5228,252#400@166.38:8.9,5.165,0.00276,-31.1,0.712,-65,2805,41,0.00035,-0.000151,0
4,1697217582.5229,252#400@166.38:8.9,5.601,0.00391,-40,0.999,-72.2,2773,42,0.00015,-0.000151,0
1,1697217582.5229,252#400@166.38:8.9,3.52,0.00159,-46.2,0.764,-77.2,2803,39,0.00015,-4.96e-05,0
2,1697217582.5227,252#400@166.38:8.9,5.416,0.00552,-47.4,1.63,-78.3,2804,41,0.00035,-0.000151,0
4,1697217591.4208,252#400@166.38:8.9,5.598,0.00504,-40,0.981,-72.8,2773,43,0.00035,-0.000151,0
1,1697217591.4209,252#400@166.38:8.9,3.519,0.00159,-46.3,0.87,-76.4,2803,40,0.00015,-4.96e-05,0
2,1697217591.4208,252#400@166.38:8.9,5.418,0.00357,-47.4,1.36,-78.8,2804,42,0.00035,-0.000151,0
3,1697217591.4208,252#400@166.38:8.9,5.164,0.00226,-31.2,1.54,-62,2805,42,0.00035,-0.00025,0
3,1697217600.319,252#400@166.38:8.9,5.163,0.00357,-31.2,1.77,-61.6,2805,43,0.00015,-5.05e-05,0
4,1697217600.3189,252#400@166.38:8.9,5.597,0.00226,-40.1,1.21,-70.9,2773,44,0.00035,-0.000151,0
1,1697217600.319,252#400@166.38:8.9,3.519,0.00159,-46.4,1.2,-75.5,2803,41,0.00035,4.96e-05,0
2,1697217600.3189,252#400@166.38:8.9,5.414,0.00638,-47.2,2.09,-76.7,2804,43,0.00035,-0.000151,0
3,1697217609.217,252#400@166.38:8.9,5.161,0.00276,-30.9,2.72,-64.3,2805,44,0.00015,4.96e-05,0
4,1697217609.217,252#400@166.38:8.9,5.594,0.00504,-40.4,29.2,-71.6,2773,45,0.00015,-0.000151,0
1,1697217609.2169,252#400@166.38:8.9,3.517,0.00159,-46.1,1.13,-76,2803,42,0.00035,-0.00025,0
2,1697217609.217,252#400@166.38:8.9,5.411,0.00159,-46.7,2.06,-77.4,2804,44,0.00015,-0.000151,0
3,1697217618.1149,252#400@166.38:8.9,5.16,0.00226,-30.9,2.88,-64.5,2805,45,0.00035,-0.000151,0
4,1697217618.1148,252#400@166.38:8.9,5.593,0.00422,-39.9,1.61,-72.1,2773,46,0.00045,-0.000151,0
1,1697217618.1149,252#400@166.38:8.9,3.517,0.00195,-46.2,0.691,-78,2803,43,0.00035,-0.00025,0
2,1697217618.1151,252#400@166.38:8.9,5.41,0.00319,-47.3,2.16,-78.3,2804,45,0.00015,0.00015,0
3,1697217627.013,252#400@166.38:8.9,5.16,0.00226,-31,0.869,-64.3,2805,46,0.00035,-0.000151,0
4,1697217627.013,252#400@166.38:8.9,5.591,0.00276,-39.7,0.976,-72.1,2773,47,0.00035,-0.000151,0
1,1697217627.0129,252#400@166.38:8.9,3.516,0.00195,-46.1,1.46,-77.7,2803,44,0.00035,-0.00025,0
2,1697217627.0129,252#400@166.38:8.9,5.409,0.00478,-45.4,1.23,-77.6,2804,46,0.00035,-0.000151,0
3,1697217635.911,252#400@166.38:8.9,5.158,0.00357,-31.2,1.5,-61.9,2805,47,0.00035,-0.00025,0
4,1697217635.9111,252#400@166.38:8.9,5.59,0.00552,-39.6,0.714,-69.5,2773,48,0.00035,-0.000151,0
1,1697217635.9111,252#400@166.38:8.9,3.516,0,-46.4,0.677,-77.4,2803,45,0.00015,-5.05e-05,0
2,1697217635.9111,252#400@166.38:8.9,5.408,0.00575,-45.4,0.805,-75.3,2804,47,0.00035,-5.05e-05,0
3,1697217644.8091,252#400@166.38:8.9,5.158,0.00226,-31,1.13,-62,2805,48,0.00015,-0.00025,0
4,1697217644.8092,252#400@166.38:8.9,5.588,0.00422,-39.9,0.825,-72.5,2773,49,0.00015,-0.000151,0
1,1697217644.8092,252#400@166.38:8.9,3.515,0.00159,-46.1,0.715,-77.2,2803,46,0.00015,4.96e-05,0
2,1697217644.8091,252#400@166.38:8.9,5.404,0.00357,-45.2,2.19,-75.4,2804,48,0.00015,-0.00025,0
3,1697217653.7072,252#400@166.38:8.9,5.157,0.00159,-31.1,2.11,-64.3,2805,49,0.00015,4.96e-05,0
4,1697217653.707,252#400@166.38:8.9,5.587,0.00319,-39.6,0.511,-73,2773,50,0.00035,-0.000151,0
1,1697217653.7071,252#400@166.38:8.9,3.515,0,-46.1,1.44,-75.1,2803,47,0.00035,-5.05e-05,0
2,1697217653.7073,252#400@166.38:8.9,5.403,0.00391,-44.7,0.924,-76.8,2804,49,0.00015,0.00015,0
3,1697217662.605,252#400@166.38:8.9,5.155,0.00159,-30.9,0.866,-64.7,2805,50,0.00035,-0.00025,0
4,1697217662.6052,252#400@166.38:8.9,5.585,0.00357,-39.8,2.92,-70,2773,51,0.00035,-4.96e-05,0
1,1697217662.6051,252#400@166.38:8.9,3.513,0.00195,-46.2,1.23,-75.7,2803,48,0.00035,-0.00025,0
2,1697217662.6051,252#400@166.38:8.9,5.402,0.00451,-45.1,2.24,-77.2,2804,50,0.00035,-0.000151,0
3,1697217671.5031,252#400@166.38:8.9,5.155,0.00159,-31.1,1.4,-63.9,2805,51,0.00045,-0.000151,0
4,1697217671.5033,252#400@166.38:8.9,5.584,0.00226,-39.3,0.925,-71.8,2773,52,0.00015,-5.05e-05,0
1,1697217671.5032,252#400@166.38:8.9,3.513,0.00195,-46.3,1.16,-77.4,2803,49,0.00035,-0.000151,0
2,1697217671.5032,252#400@166.38:8.9,5.401,0.00575,-45.1,3.07,-75.5,2804,51,0.00035,-4.96e-05,0
3,1697217680.4012,252#400@166.38:8.9,5.154,0.00276,-31,1.7,-61.7,2805,52,0.00035,-0.000151,0
4,1697217680.4011,252#400@166.38:8.9,5.583,0,-39.6,1.42,-72.4,2773,53,0.00035,-0.000151,0
1,1697217680.4012,252#400@166.38:8.9,3.513,0.00195,-46.2,0.821,-78.3,2803,50,0.00035,-0.00025,0
2,1697217680.4013,252#400@166.38:8.9,5.399,0.00478,-45.2,1.51,-74.5,2804,52,0.00025,-0.000151,0
3,1697217689.2993,252#400@166.38:8.9,5.154,0.00391,-31,1.94,-61.9,2805,53,0.00015,-0.000151,0
4,1697217689.2992,252#400@166.38:8.9,5.581,0.00319,-39.6,1.22,-70.9,2773,54,0.00045,-0.000151,0
1,1697217689.2994,252#400@166.38:8.9,3.512,0.00226,-46.2,1.46,-77.2,2803,51,0.00015,4.96e-05,0
2,1697217689.2994,252#400@166.38:8.9,5.398,0.00391,-45.1,0.512,-76.8,2804,53,0.00015,-4.96e-05,0
2,1697217698.1972,252#400@166.38:8.9,5.396,0.00422,-45.2,1.69,-77.3,2804,54,0.00035,-0.000151,0
3,1697217698.1974,252#400@166.38:8.9,5.153,0.00159,-30.8,1.05,-64.1,2805,54,0.00015,4.96e-05,0
4,1697217698.1973,252#400@166.38:8.9,5.581,0.00319,-39.7,1.1,-70.1,2773,55,0.00015,-0.000151,0
1,1697217698.1974,252#400@166.38:8.9,3.512,0,-46,0.511,-77,2803,52,0.00015,-4.96e-05,0
1,1697217707.0954,252#400@166.38:8.9,3.51,0,-46,1.55,-75.1,2803,53,0.00015,4.96e-05,0
2,1697217707.0953,252#400@166.38:8.9,5.395,0.00597,-44.8,0.905,-77,2804,55,0.00035,-0.000151,0
3,1697217707.0952,252#400@166.38:8.9,5.153,0.00226,-30.8,2.44,-64.2,2805,55,0.00045,-0.000151,0
4,1697217707.0954,252#400@166.38:8.9,5.58,0.00319,-40.2,1.03,-71.5,2773,56,0.00015,4.96e-05,0
1,1697217715.9934,252#400@166.38:8.9,3.51,0.00195,-46,0.595,-75.7,2803,54,0.00035,4.96e-05,0
3,1697217715.9933,252#400@166.38:8.9,5.151,0.00226,-30.7,1.77,-64.4,2805,56,0.00035,-0.000151,0
4,1697217715.9933,252#400@166.38:8.9,5.578,0.00504,-40.5,2.15,-72.2,2773,57,0.00035,-0.000151,0
2,1697217715.9934,252#400@166.38:8.9,5.392,0.00677,-44.8,0.649,-74.9,2804,56,0.00035,-0.000151,0
3,1697217724.8914,252#400@166.38:8.9,5.151,0.00159,-30.9,1.07,-61.8,2805,57,0.00025,-0.000151,0
4,1697217724.8914,252#400@166.38:8.9,5.577,0.00159,-39.8,1.22,-68.9,2773,58,0.00035,-0.000151,0
1,1697217724.8914,252#400@166.38:8.9,3.51,0.00159,-45.9,0.825,-77.3,2803,55,0.00035,-0.00025,0
2,1697217724.8915,252#400@166.38:8.9,5.39,0.00504,-44.9,0.609,-75.1,2804,57,0.00015,-0.000151,0
2,1697217733.7896,252#400@166.38:8.9,5.39,0.00422,-44.3,0.347,-76.3,2804,58,0.00015,0.00015,0
3,1697217733.7895,252#400@166.38:8.9,5.151,0.00226,-31.3,18,-61,2805,58,0.00015,-0.000151,0
4,1697217733.7896,252#400@166.38:8.9,5.577,0.00422,-40.2,1.53,-70.7,2773,59,0.00015,-5.05e-05,0
1,1697217733.7894,252#400@166.38:8.9,3.509,0.00226,-46.1,1.02,-78.1,2803,56,0.00035,-0.00025,0
2,1697217742.6874,252#400@166.38:8.9,5.39,0.00276,-44.2,1.58,-77.4,2804,59,0.00035,-0.000151,0
3,1697217742.6876,252#400@166.38:8.9,5.15,0.00276,-31,1.49,-64,2805,59,0.00015,4.96e-05,0
4,1697217742.6874,252#400@166.38:8.9,5.577,0.00357,-40.1,2.56,-70.5,2773,60,0.00035,-0.000151,0
1,1697217742.6876,252#400@166.38:8.9,3.509,0.00113,-46,1.88,-77.1,2803,57,0.00015,-5.05e-05,0
2,1697217751.5855,252#400@166.38:8.9,5.391,0.00422,-43.7,4.92,-74.5,2804,60,0.00035,-0.000151,0
3,1697217751.5854,252#400@166.38:8.9,5.15,0.00159,-30.8,0.761,-63.1,2805,60,0.00035,-0.000151,0
4,1697217751.5855,252#400@166.38:8.9,5.575,0.00276,-39.9,1.1,-70.3,2773,61,0.00035,-0.000151,0
1,1697217751.5856,252#400@166.38:8.9,3.509,0,-45.8,0.752,-76.6,2803,58,0.00015,4.96e-05,0
1,1697217760.4836,252#400@166.38:8.9,3.507,0.00159,-45.8,1.1,-75,2803,59,0.00035,-5.05e-05,0
2,1697217760.4836,252#400@166.38:8.9,5.389,0.00357,-47.8,26.3,-76.6,2804,61,0.00035,-0.000151,0
3,1697217760.4835,252#400@166.38:8.9,5.148,0.00226,-30.8,0.985,-65.1,2805,61,0.00035,-0.000151,0
4,1697217760.4836,252#400@166.38:8.9,5.575,0.00391,-40.4,39,-69.3,2773,62,0.00015,-0.000151,0
4,1697217769.3818,252#400@166.38:8.9,5.574,0.00357,-39.6,3.5,-68.6,2773,63,0.00015,0.00015,0
1,1697217769.3816,252#400@166.38:8.9,3.507,0.00195,-45.8,1.35,-75.6,2803,60,0.00035,-0.00025,0
2,1697217769.3817,252#400@166.38:8.9,5.389,0.00748,-44.5,1.87,-75.3,2804,62,0.00015,-0.000151,0
3,1697217769.3816,252#400@166.38:8.9,5.148,0,-30.8,1.94,-62.3,2805,62,0.00035,-0.000151,0
4,1697217778.2796,252#400@166.38:8.9,5.572,0.00391,-39.5,0.439,-71.2,2773,64,0.00035,-0.000151,0
1,1697217778.2796,252#400@166.38:8.9,3.507,0.00195,-45.6,0.937,-77.6,2803,61,0.00035,-0.00025,0
2,1697217778.2796,252#400@166.38:8.9,5.385,0.00638,-44.9,2.21,-76.9,2804,63,0.00035,-0.000151,0
3,1697217778.2797,252#400@166.38:8.9,5.148,0.00226,-31,1.43,-60.9,2805,63,0.00035,-0.000151,0
4,1697217787.1777,252#400@166.38:8.9,5.571,0.00422,-39.7,1.2,-69.9,2773,65,0.00025,-0.000151,0
1,1697217787.1776,252#400@166.38:8.9,3.506,0.00159,-45.6,1.09,-77.6,2803,62,0.00035,-0.00025,0
2,1697217787.1776,252#400@166.38:8.9,5.385,0.00357,-44.5,1.38,-77.6,2804,64,0.00045,-0.00025,0
3,1697217787.1778,252#400@166.38:8.9,5.147,0,-30.8,1.61,-63.1,2805,64,0.00015,-0.000151,0
4,1697217796.0758,252#400@166.38:8.9,5.571,0.00319,-39.4,0.849,-70.4,2773,66,0.00015,-0.000151,0
1,1697217796.0759,252#400@166.38:8.9,3.506,0.00159,-45.5,1.25,-77.1,2803,63,0.00015,4.96e-05,0
2,1697217796.0758,252#400@166.38:8.9,5.381,0.00844,-44.4,1.32,-74.7,2804,65,0.00035,-0.000151,0
3,1697217796.0759,252#400@166.38:8.9,5.147,0.00276,-30.7,1.22,-63.6,2805,65,0.00015,0.00015,0
4,1697217804.9737,252#400@166.38:8.9,5.57,0.00276,-39.7,3.03,-69.1,2773,67,0.00035,-0.000151,0
1,1697217804.9739,252#400@166.38:8.9,3.506,0.00159,-45.8,0.393,-76.5,2803,64,0.00015,4.96e-05,0
2,1697217804.9739,252#400@166.38:8.9,5.379,0.00996,-44.4,0.665,-74.3,2804,66,0.00015,-0.000151,0
3,1697217804.9737,252#400@166.38:8.9,5.146,0.00276,-30.8,0.984,-65,2805,66,0.00035,-0.000151,0
1,1697217813.8719,252#400@166.38:8.9,3.505,0.00113,-45.7,1.33,-74.8,2803,65,0.00035,4.96e-05,0
2,1697217813.872,252#400@166.38:8.9,5.374,0.00996,-44.6,2.8,-76.3,2804,67,0.00015,0.00015,0
3,1697217813.8718,252#400@166.38:8.9,5.145,0.00226,-31,1.22,-63.3,2805,67,0.00035,-0.000151,0
4,1697217813.8718,252#400@166.38:8.9,5.569,0.00422,-39.2,1.7,-69.4,2773,68,0.00035,-0.000151,0
3,1697217822.7699,252#400@166.38:8.9,5.145,0,-30.8,1.84,-61.1,2805,68,0.00035,-0.000151,0
4,1697217822.7699,252#400@166.38:8.9,5.567,0.00319,-39.8,1.34,-67.6,2773,69,0.00035,-0.000151,0
